,번호,제목,작성자,좋아요,주소
1038,518557,"ENTJ에 대한 오해와 진실: 자랑, 뒤끝",라우르 ENTJ,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518557&referrerAllArticles=false
1039,518540,에니어그램 처음해보는데,ENTJ 따봉람머스,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518540&referrerAllArticles=false
1040,518530,INTJ & ENTJ 바람기 투표,ENFP 잔잔바리,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518530&referrerAllArticles=false
1041,518477,인티제 여자 질문 받습니다!,intjjjjjjj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518477&referrerAllArticles=false
1042,518425,인티제 궁금,송이송ㄹ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518425&referrerAllArticles=false
1043,518411,엉뚱한 entj남친 뇌구조가 궁금하다...,ENFP롱,7,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518411&referrerAllArticles=false
1044,518264,entj 등파여있는 원피스 ㅋㅋ,띠띠뽀,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518264&referrerAllArticles=false
1045,518210,엔티제가 연인에게 무관심해졌을 때?,핏쯔,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518210&referrerAllArticles=false
1046,518202,엔티제남은 답하셔야 합니다,도도도INTP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518202&referrerAllArticles=false
1047,518193,엔티제가 궁시렁거리는데,Rosaa ENTP,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518193&referrerAllArticles=false
1048,518147,엔티제님들은 상대에게 불만이 있거나 화가 났을 때,ENFP롱,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518147&referrerAllArticles=false
1049,518104,어릴 때부터 악기같은 거라던가 쭈욱 해 오는 사람 부럽고 대단하다 생각해요.,234534 INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518104&referrerAllArticles=false
1050,518103,인티제님들!,인간댕댕이ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518103&referrerAllArticles=false
1051,518092,심심해서 적어보는 ENTJ 오늘 하루일과,로또당첨자 ENTJ 3w4,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518092&referrerAllArticles=false
1052,518090,저도 애니어그램 다시 해봤지만,로또당첨자 ENTJ 3w4,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=21&userDisplay=50&menuid=12&boardtype=L&articleid=518090&referrerAllArticles=false
1053,518051,isfj를 이해할수 있으세요?,iSfjstella,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=518051&referrerAllArticles=false
1054,518011,일하기 피곤한날이니 ENTJ 질문받아봅니다,나는entj이다 3w4,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=518011&referrerAllArticles=false
1055,517954,entj 과제,오우이 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517954&referrerAllArticles=false
1056,517912,엔티제가 최고의 프로손절러라는데...,ENTP 티티,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517912&referrerAllArticles=false
1057,517882,intj 전 남자친구와 연락,wendy ESFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517882&referrerAllArticles=false
1058,517761,인티제의 모순? (부제: ENFP가 보는 INTJ 2),ENFP 지니,18,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517761&referrerAllArticles=false
1059,517723,Intj의 어장안의 물고기 enfp입니다,내사랑찡타호,7,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517723&referrerAllArticles=false
1060,517692,entj분들은 이 사람과 결혼하고싶다라고 느끼는 포인트가 있으면 어떤 부분인가요?,ENFP롱,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517692&referrerAllArticles=false
1061,517669,entj 이상한 거에 맛들림,오우이 istp,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517669&referrerAllArticles=false
1062,517641,ENTJ의 건방짐,현우 ENTJ 8w7,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517641&referrerAllArticles=false
1063,517622,저는 상대방의 말 하나하나에 분석하려는 경향..,234534 INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517622&referrerAllArticles=false
1064,517603,일등으로 댓글달면 버거킹 치즈와퍼주니어세트 드림,파버 INTJ 1w9,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517603&referrerAllArticles=false
1065,517501,ENTJ 공감글,인티제해바라기엔티제,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517501&referrerAllArticles=false
1066,517383,얘기할 곳이 없어서 그냥 하소연..,섬인 ENTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517383&referrerAllArticles=false
1067,517368,인티제INTJ 남자랑 친해지고 싶어요!!,검은눈북극여우INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517368&referrerAllArticles=false
1068,517330,ENTJ 겸손해지는 방법 ?,아르센 ENTJ,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517330&referrerAllArticles=false
1069,517243,저처럼 소세지 싫어하시는분 있으신가요?,9293838 intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517243&referrerAllArticles=false
1070,517215,INTJ의 정석 <데스노트>의 '니아',INTJ1993,22,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517215&referrerAllArticles=false
1071,517176,잘 안맞는 유형,로또당첨자 ENTJ 3w4,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517176&referrerAllArticles=false
1072,517164,ENTJ 바람둥이설,현우 ENTJ 8w7,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517164&referrerAllArticles=false
1073,517137,인티제남친한테 혼자여행,엥뿌삐ㅣ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517137&referrerAllArticles=false
1074,517093,밑에 바람둥이 글 보고 생각난 썰,ENTJ A 18호,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517093&referrerAllArticles=false
1075,517083,ENTJ 직장인 여자 질문 받아봅니다 ㅋㅋ,로또당첨자 ENTJ 3w4,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517083&referrerAllArticles=false
1076,517037,"내가 좋아한 건 그 유형이었을까, 그 사람이었을까?",출출세포 INFP 4w5,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517037&referrerAllArticles=false
1077,517018,엉뚱한 entj 남자친구 (내로남불인건가?...),ENFP롱,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517018&referrerAllArticles=false
1078,517001,인티제 부부 tmi,우주율리 INTJ 5w48,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=517001&referrerAllArticles=false
1079,516974,인티제 동일 유형 커플 질문 받아영,인티제인데요,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516974&referrerAllArticles=false
1080,516819,ENTJ의 성공,현우 ENTJ 8w7,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516819&referrerAllArticles=false
1081,516756,ENTJ의 무서움,현우 ENTJ 8w7,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516756&referrerAllArticles=false
1082,516748,entj 먼저 나서는 편?,오우이 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516748&referrerAllArticles=false
1083,516743,엔티제 남성분들 우울하다는 표현 잘 하시나요?,4U infx,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516743&referrerAllArticles=false
1084,516735,ENTJ의 바운더리,현우 ENTJ 8w7,23,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516735&referrerAllArticles=false
1085,516706,ENTJ가 무서워 보이는 이유,뚜비 ENTJ 3w2,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516706&referrerAllArticles=false
1086,516670,저처럼 환경에 따라 여러 유형이었던 분들 있나요?,TEJAVA INTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516670&referrerAllArticles=false
1087,516638,xNTJ 분들 당근거래 잘하시나요?,몽당INTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516638&referrerAllArticles=false
1088,516629,ENTJ나 INTJ이신 분들 집에 있을 때 어떠신가요?,뚜비 ENTJ 3w2,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516629&referrerAllArticles=false
1089,516517,ENTJ 애인과 다툼 후 대처방법 조언구합니다. (긴글주의),오비토 ENFP 7w8,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516517&referrerAllArticles=false
1090,516513,어디선가 퍼온 INTJ 밈,출출세포 INFP 4w5,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516513&referrerAllArticles=false
1091,516428,시골에서 찍은 길야옹이🐱 구경하세요!,9293838 intj,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516428&referrerAllArticles=false
1092,516419,ENTJ 여자,로또당첨자 ENTJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516419&referrerAllArticles=false
1093,516402,엔티제 직진..마음이 있는거 맞겠죠?ㅎㅎㅎ,단단 ESFJ,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516402&referrerAllArticles=false
1094,516349,인티제 관점 주변 mbti유형들,intjjjjjjj,14,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516349&referrerAllArticles=false
1095,516336,인티제분들,망고 lNFP 4w5 or 9w1,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516336&referrerAllArticles=false
1096,516279,ENTJ 버스.......(feat. INFP),인프피다냥,10,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516279&referrerAllArticles=false
1097,516261,인티제 남자분들 궁금해요,infp뼛속,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516261&referrerAllArticles=false
1098,516189,엔티제에게 편해서 좋다라는 말의 의미??,ENFP롱,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516189&referrerAllArticles=false
1099,516179,entj 좀 극단적?,오우이 istp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516179&referrerAllArticles=false
1100,516120,ENTJ 남자친구한테 이별통보 받았는데요.. 진짜 무슨 생각인거예요?,봄이요isfj,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516120&referrerAllArticles=false
1101,516108,인티제 썸남이랑,엣티엣티,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516108&referrerAllArticles=false
1102,516099,ENTJ 에게 워라밸 가능할까요??,entj초록,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=22&userDisplay=50&menuid=12&boardtype=L&articleid=516099&referrerAllArticles=false
1103,515981,entj 대인관계 질문4,오우이 istp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515981&referrerAllArticles=false
1104,515968,INTJ분들은 주말에 뭘 하며 시간을 보내나요?,ISTP잇티피,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515968&referrerAllArticles=false
1105,515885,"ENTJ, INTJ 분들은 휴일을 어떻게 보내시나영",단다네,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515885&referrerAllArticles=false
1106,515745,엔티제님들 사소한 기억력은 별로 안좋으신가여??,애몽엔팁,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515745&referrerAllArticles=false
1107,515710,인티제 피곤하면,엔프제ㅎㅎㅎ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515710&referrerAllArticles=false
1108,515662,엔티제 남자분들!!,Meba53,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515662&referrerAllArticles=false
1109,515644,entj가 마음에 드는 상대는?,오우이 istp,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515644&referrerAllArticles=false
1110,515597,엔티제 애인한테 내가 왜좋아? 라고 물었더니,오비토 ENFP 7w8,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515597&referrerAllArticles=false
1111,515591,entj 대인관계 질문 3,오우이 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515591&referrerAllArticles=false
1112,515589,INTJ이신분들,INTJ Jam,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515589&referrerAllArticles=false
1113,515556,entj 말 잘 들어주는 스타일?,오우이 istp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515556&referrerAllArticles=false
1114,515554,entj 같이,오우이 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515554&referrerAllArticles=false
1115,515510,ENTJ 당장 연애 안되는 짝사랑,국화빵ENFP,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515510&referrerAllArticles=false
1116,515352,파랑새,루피 ENTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515352&referrerAllArticles=false
1117,515336,광복절을 기념하며,루피 ENTJ,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515336&referrerAllArticles=false
1118,515298,기록차 적는 남친(엔티제)과의 첫만남ㅋ,제리왕 intfp,9,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515298&referrerAllArticles=false
1119,515286,엔티제 여자 자아성찰 끄적끄적,따뜻하고픈엔티제,7,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515286&referrerAllArticles=false
1120,515281,엔티제의 바운더리 안에 들어가게 되면,인퓨피,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515281&referrerAllArticles=false
1121,515251,Entj 분들 빈말하는 편인가요?,ENFP롱,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515251&referrerAllArticles=false
1122,515226,인티제가 집에 초대하는것,인티제해바라기엔티제,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515226&referrerAllArticles=false
1123,515219,인티제 질문 받아요,intjjjjjjj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515219&referrerAllArticles=false
1124,515216,ENTJ가 무섭다구요? 억울해요.,현우 ENTJ 8w7,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515216&referrerAllArticles=false
1125,515118,인티제나 엔티제분들에게 궁금한점,그냥그래요네intp,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=515118&referrerAllArticles=false
1126,514986,entj 대인관계 질문 2,오우이 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514986&referrerAllArticles=false
1127,514966,Intj 인티제 남자,개구리INFJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514966&referrerAllArticles=false
1128,514938,entj 남성분들께 궁금한점 entj와의 연애 ㅠㅠ,소젤,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514938&referrerAllArticles=false
1129,514875,INTJ분들 계획은 어떻게 세우신가요?,리버INTJ,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514875&referrerAllArticles=false
1130,514730,entj 처음 만났을때 무서워보였다?,오우이 istp,8,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514730&referrerAllArticles=false
1131,514704,게으른 INTJ 분들 계신가요,xx intj,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514704&referrerAllArticles=false
1132,514703,결혼에 대한 INTJ 질문,종아리 ENFJ 2w3,4,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514703&referrerAllArticles=false
1133,514575,인티제들 감정이 혼란스러울 때 어떻게 정리하시나요,intjjjjjjj,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514575&referrerAllArticles=false
1134,514503,intj님들 enfp가 앵기면 받아주나요?,담,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514503&referrerAllArticles=false
1135,514409,entj상대방과 할 말 없고 어색할때?,오우이 istp,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514409&referrerAllArticles=false
1136,514280,ENTJ 옆 ENTP,현우 ENTJ 8w7,14,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514280&referrerAllArticles=false
1137,514220,entj남자를 얻고나니 너무 행복해요ㅠ,ENFP롱,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514220&referrerAllArticles=false
1138,514204,제 연애가 항상 짧았던 이율 이제 알겠네요,intjjjjjjj,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514204&referrerAllArticles=false
1139,514182,인티제분들! 인티제 장점,INFJ 임,6,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514182&referrerAllArticles=false
1140,514150,당신의 선택은????(남자는 성별 바꿔서 생각하기),완전엔티제8w9,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514150&referrerAllArticles=false
1141,514100,ENTP에서 ENTJ로 엄청난 사회적변화를 겪은사람이 유튜브 하나 만들었네요. 회사원들의 MBTI !,찐엔팁이야라기엔J네,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514100&referrerAllArticles=false
1142,514088,ENTJ친구렁 얘기하는게 넘 힘들어여,삐까 ENFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514088&referrerAllArticles=false
1143,514013,intj 애착유형 테스트( 기록용,intjjjjjjj,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=514013&referrerAllArticles=false
1144,513907,ENTJ의 연애 기록 (길어요),현우 ENTJ 8w7,16,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513907&referrerAllArticles=false
1145,513906,entj 단체카톡방에서 주도하는 타입?,오우이 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513906&referrerAllArticles=false
1146,513826,흑역사 하나 만들었어요,9293838 intj,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513826&referrerAllArticles=false
1147,513811,entj가 말 걸 때,오우이 istp,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513811&referrerAllArticles=false
1148,513781,[고민] ENTJ분들... 회사와 일 고민입니다.(내용 펑),아르센 ENTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513781&referrerAllArticles=false
1149,513624,엔티제분들 엔티제인데,수달 INFP,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513624&referrerAllArticles=false
1150,513544,엔티제가 자존감이 높을 수 밖에 없는 이유,병아리 ENTJ 1W2,11,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513544&referrerAllArticles=false
1151,513538,답변해 주고 싶어요,권지용 INTJ,1,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513538&referrerAllArticles=false
1152,513431,강렬하게 3일 사귄 ENTJ 남자-잠깐 기다려 달랍니다...,너무 그냥 ENFJ,7,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=23&userDisplay=50&menuid=12&boardtype=L&articleid=513431&referrerAllArticles=false
1153,513413,일등으로 댓글 달면 빽다방 아이스티 드림,파버 INTJ 1w9,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=513413&referrerAllArticles=false
1154,513397,상담에서 - '나의 감각에 대해 얘기해보라',help,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=513397&referrerAllArticles=false
1155,513340,퐁퐁두두 최종성장했어요@@,ENTJ1313,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=513340&referrerAllArticles=false
1156,513314,수강 올클해서 기분좋은 인티제 질문 받아요,하후하,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=513314&referrerAllArticles=false
1157,513066,entj 질문,오우이 istp,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=513066&referrerAllArticles=false
1158,513046,Entj여자분들에게 궁금한데,INTJ Jam,3,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=513046&referrerAllArticles=false
1159,513037,물욕이 있는편!?,소잃고 뇌약간친 ENTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=513037&referrerAllArticles=false
1160,512958,아무것도 모르는 엔티제가 있다!?,소잃고 뇌약간친 ENTJ,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=512958&referrerAllArticles=false
1161,512950,ENTJ 리더의 한계에 대해 생각해보신 분 있나요?,entj초록,2,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=512950&referrerAllArticles=false
1162,512925,entj의 모든 것이 궁금합니다,오우이 istp,5,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=512925&referrerAllArticles=false
1163,512920,오랜만에 온 T100퍼 엔티제 질문 받아요!,완전엔티제8w9,0,https://cafe.naver.com/ArticleRead.nhn?clubid=11856775&page=24&userDisplay=50&menuid=12&boardtype=L&articleid=512920&referrerAllArticles=false
